2061123020;"20061123/020/LetsGoPublic-20061123-020-input_and_output.wav";20;93.2;1;"completed";"male";"adult"
2061123021;"20061123/021/LetsGoPublic-20061123-021-input_and_output.wav";29;148.4;1;"completed";"male";"adult"
2061123022;"20061123/022/LetsGoPublic-20061123-022-input_and_output.wav";60;285;1;"completed";"male";"adult"
2061123023;"20061123/023/LetsGoPublic-20061123-023-input_and_output.wav";12;42.9;1;"found out that there is no solution";"female";"adult"
2061123024;"20061123/024/LetsGoPublic-20061123-024-input_and_output.wav";7;65.6;1;"Not completed";"unknown";"unknown"
2061123025;"20061123/025/LetsGoPublic-20061123-025-input_and_output.wav";3;7.2;1;"completed";"male";"adult"
2061123026;"20061123/026/LetsGoPublic-20061123-026-input_and_output.wav";22;117.4;1;"completed";"female";"adult"
2061123027;"20061123/027/LetsGoPublic-20061123-027-input_and_output.wav";8;30.1;1;"found out that there is no solution";"male";"adult"
2061123029;"20061123/029/LetsGoPublic-20061123-029-input_and_output.wav";17;58.1;1;"failed due to system behaviour";"male";"adult"
2061123030;"20061123/030/LetsGoPublic-20061123-030-input_and_output.wav";8;0.2;1;"completed";"male";"adult"
2061123031;"20061123/031/LetsGoPublic-20061123-031-input_and_output.wav";22;80.4;1;"completed";"male";"adult"
2061123032;"20061123/032/LetsGoPublic-20061123-032-input_and_output.wav";28;151.4;1;"completed";"male";"adult"
2061123035;"20061123/035/LetsGoPublic-20061123-035-input_and_output.wav";23;157;1;"Not completed";"female";"adult"
2061123036;"20061123/036/LetsGoPublic-20061123-036-input_and_output.wav";7;21.8;1;"completed";"unknown";"unknown"
2061123037;"20061123/037/LetsGoPublic-20061123-037-input_and_output.wav";36;165.7;1;"completed";"male";"adult"
2061123038;"20061123/038/LetsGoPublic-20061123-038-input_and_output.wav";12;46.3;1;"Not completed";"female";"adult"
2061123039;"20061123/039/LetsGoPublic-20061123-039-input_and_output.wav";17;44.4;1;"completed";"female";"adult"
2061123040;"20061123/040/LetsGoPublic-20061123-040-input_and_output.wav";25;115.4;1;"Not completed";"female";"youth"
2061123041;"20061123/041/LetsGoPublic-20061123-041-input_and_output.wav";18;83.2;1;"failed due to system behaviour";"female";"youth"
2061123042;"20061123/042/LetsGoPublic-20061123-042-input_and_output.wav";35;132.3;1;"completed";"female";"adult"
2061123043;"20061123/043/LetsGoPublic-20061123-043-input_and_output.wav";14;51.8;1;"found out that there is no solution";"male";"adult"
2061123044;"20061123/044/LetsGoPublic-20061123-044-input_and_output.wav";47;216.9;1;"Not completed";"male";"adult"
2061123045;"20061123/045/LetsGoPublic-20061123-045-input_and_output.wav";9;32.9;1;"found out that there is no solution";"male";"adult"
2061123046;"20061123/046/LetsGoPublic-20061123-046-input_and_output.wav";39;277.7;1;"completed";"male";"adult"
2061123047;"20061123/047/LetsGoPublic-20061123-047-input_and_output.wav";22;71;1;"completed";"male";"adult"
2061123048;"20061123/048/LetsGoPublic-20061123-048-input_and_output.wav";31;112.4;1;"completed";"female";"adult"
2061123049;"20061123/049/LetsGoPublic-20061123-049-input_and_output.wav";40;200.1;1;"completed";"female";"adult"
2061123050;"20061123/050/LetsGoPublic-20061123-050-input_and_output.wav";20;84.4;1;"completed";"female";"adult"
2061123051;"20061123/051/LetsGoPublic-20061123-051-input_and_output.wav";25;94.4;1;"completed";"male";"adult"
2061123052;"20061123/052/LetsGoPublic-20061123-052-input_and_output.wav";21;101.6;1;"completed";"female";"adult"
2061123053;"20061123/053/LetsGoPublic-20061123-053-input_and_output.wav";32;156.6;1;"completed";"male";"adult"
2061123054;"20061123/054/LetsGoPublic-20061123-054-input_and_output.wav";31;141;1;"completed";"male";"adult"
2061123055;"20061123/055/LetsGoPublic-20061123-055-input_and_output.wav";35;168.8;1;"completed";"female";"adult"
2061123056;"20061123/056/LetsGoPublic-20061123-056-input_and_output.wav";22;88;1;"completed";"female";"adult"
2061123057;"20061123/057/LetsGoPublic-20061123-057-input_and_output.wav";22;113.8;1;"completed";"female";"adult"
2061123058;"20061123/058/LetsGoPublic-20061123-058-input_and_output.wav";24;110.1;1;"completed";"male";"adult"
2061123059;"20061123/059/LetsGoPublic-20061123-059-input_and_output.wav";20;59.1;1;"completed";"female";"adult"
2061123060;"20061123/060/LetsGoPublic-20061123-060-input_and_output.wav";19;80.7;1;"completed";"male";"adult"
2061123061;"20061123/061/LetsGoPublic-20061123-061-input_and_output.wav";19;93.3;1;"Not completed";"female";"adult"
2061123062;"20061123/062/LetsGoPublic-20061123-062-input_and_output.wav";22;108.3;1;"found out that there is no solution";"female";"adult"
2061123063;"20061123/063/LetsGoPublic-20061123-063-input_and_output.wav";23;70.8;1;"completed";"female";"adult"
2061123064;"20061123/064/LetsGoPublic-20061123-064-input_and_output.wav";26;122;1;"Not completed";"male";"adult"
2061123065;"20061123/065/LetsGoPublic-20061123-065-input_and_output.wav";20;82.4;1;"completed";"male";"adult"
2061123066;"20061123/066/LetsGoPublic-20061123-066-input_and_output.wav";37;115;1;"Not completed";"male";"adult"
2061123067;"20061123/067/LetsGoPublic-20061123-067-input_and_output.wav";22;68.7;1;"failed due to system behaviour";"female";"adult"
2061123068;"20061123/068/LetsGoPublic-20061123-068-input_and_output.wav";51;239;1;"found out that there is no solution";"female";"adult"
2061123069;"20061123/069/LetsGoPublic-20061123-069-input_and_output.wav";8;30;1;"Not completed";"male";"adult"
2061123070;"20061123/070/LetsGoPublic-20061123-070-input_and_output.wav";25;76.8;1;"completed";"female";"adult"
2061123071;"20061123/071/LetsGoPublic-20061123-071-input_and_output.wav";57;291.3;1;"completed";"female";"adult"
2061123072;"20061123/072/LetsGoPublic-20061123-072-input_and_output.wav";69;420.8;1;"completed";"male";"adult"
2061124000;"20061124/000/LetsGoPublic-20061124-000-input_and_output.wav";8;23.5;1;"found out that there is no solution";"male";"adult"
2061124001;"20061124/001/LetsGoPublic-20061124-001-input_and_output.wav";7;17.9;1;"found out that there is no solution";"female";"adult"
2061124002;"20061124/002/LetsGoPublic-20061124-002-input_and_output.wav";3;0.2;1;"completed";"unknown";"unknown"
2061124003;"20061124/003/LetsGoPublic-20061124-003-input_and_output.wav";16;82.3;1;"Not completed";"female";"adult"
2061124004;"20061124/004/LetsGoPublic-20061124-004-input_and_output.wav";20;146.8;1;"Not completed";"male";"elder"
2061124005;"20061124/005/LetsGoPublic-20061124-005-input_and_output.wav";21;72;1;"completed";"male";"adult"
2061124006;"20061124/006/LetsGoPublic-20061124-006-input_and_output.wav";6;12.5;1;"completed";"unknown";"unknown"
2061124007;"20061124/007/LetsGoPublic-20061124-007-input_and_output.wav";13;115.4;1;"Not completed";"female";"adult"
2061124008;"20061124/008/LetsGoPublic-20061124-008-input_and_output.wav";36;183.2;1;"completed";"male";"adult"
2061124009;"20061124/009/LetsGoPublic-20061124-009-input_and_output.wav";7;18.8;1;"found out that there is no solution";"female";"adult"
2061124010;"20061124/010/LetsGoPublic-20061124-010-input_and_output.wav";26;125.1;1;"completed";"female";"adult"
2061124011;"20061124/011/LetsGoPublic-20061124-011-input_and_output.wav";17;55.4;1;"completed";"male";"youth"
2061124012;"20061124/012/LetsGoPublic-20061124-012-input_and_output.wav";13;78.5;1;"Not completed";"female";"adult"
2061124013;"20061124/013/LetsGoPublic-20061124-013-input_and_output.wav";34;143.1;1;"completed";"male";"adult"
2061124014;"20061124/014/LetsGoPublic-20061124-014-input_and_output.wav";9;44.2;1;"Not completed";"female";"adult"
2061124015;"20061124/015/LetsGoPublic-20061124-015-input_and_output.wav";7;62.2;1;"Not completed";"male";"adult"
2061124016;"20061124/016/LetsGoPublic-20061124-016-input_and_output.wav";20;86.6;1;"completed";"male";"adult"
2061124017;"20061124/017/LetsGoPublic-20061124-017-input_and_output.wav";3;0.2;1;"completed";"female";"adult"
2061124018;"20061124/018/LetsGoPublic-20061124-018-input_and_output.wav";6;0.2;1;"completed";"female";"adult"
2061124019;"20061124/019/LetsGoPublic-20061124-019-input_and_output.wav";45;251.9;1;"Not completed";"female";"adult"
2061124020;"20061124/020/LetsGoPublic-20061124-020-input_and_output.wav";17;66.3;1;"Not completed";"female";"adult"
2061124021;"20061124/021/LetsGoPublic-20061124-021-input_and_output.wav";257;1329.5;1;"completed";"female";"adult"
2061124022;"20061124/022/LetsGoPublic-20061124-022-input_and_output.wav";20;63.7;1;"completed";"female";"adult"
2061124023;"20061124/023/LetsGoPublic-20061124-023-input_and_output.wav";26;91.3;1;"completed";"male";"adult"
2061124024;"20061124/024/LetsGoPublic-20061124-024-input_and_output.wav";23;91.1;1;"completed";"male";"adult"
2061124025;"20061124/025/LetsGoPublic-20061124-025-input_and_output.wav";22;103.2;1;"failed due to system behaviour";"male";"adult"
2061125000;"20061125/000/LetsGoPublic-20061125-000-input_and_output.wav";26;150.7;1;"Not completed";"female";"adult"
2061125001;"20061125/001/LetsGoPublic-20061125-001-input_and_output.wav";48;199.3;1;"failed due to system behaviour";"male";"adult"
2061125003;"20061125/003/LetsGoPublic-20061125-003-input_and_output.wav";19;64.8;1;"Not completed";"female";"adult"
2061125004;"20061125/004/LetsGoPublic-20061125-004-input_and_output.wav";18;63.4;1;"completed";"female";"adult"
2061125005;"20061125/005/LetsGoPublic-20061125-005-input_and_output.wav";32;139.1;1;"completed";"female";"adult"
2061125006;"20061125/006/LetsGoPublic-20061125-006-input_and_output.wav";12;60.6;1;"Not completed";"male";"adult"
2061125007;"20061125/007/LetsGoPublic-20061125-007-input_and_output.wav";9;27.2;1;"found out that there is no solution";"male";"adult"
2061125008;"20061125/008/LetsGoPublic-20061125-008-input_and_output.wav";34;130.4;1;"completed";"female";"adult"
2061125009;"20061125/009/LetsGoPublic-20061125-009-input_and_output.wav";35;136.3;1;"completed";"female";"adult"
2061125010;"20061125/010/LetsGoPublic-20061125-010-input_and_output.wav";14;32.8;1;"completed";"female";"adult"
2061125011;"20061125/011/LetsGoPublic-20061125-011-input_and_output.wav";19;98.8;1;"completed";"female";"adult"
2061125012;"20061125/012/LetsGoPublic-20061125-012-input_and_output.wav";35;156.4;1;"completed";"female";"adult"
2061125013;"20061125/013/LetsGoPublic-20061125-013-input_and_output.wav";4;13.8;1;"completed";"female";"adult"
2061125014;"20061125/014/LetsGoPublic-20061125-014-input_and_output.wav";9;85.5;1;"Not completed";"unknown";"adult"
2061125015;"20061125/015/LetsGoPublic-20061125-015-input_and_output.wav";4;13;1;"completed";"unknown";"unknown"
2061125016;"20061125/016/LetsGoPublic-20061125-016-input_and_output.wav";33;161.7;1;"completed";"male";"adult"
2061125017;"20061125/017/LetsGoPublic-20061125-017-input_and_output.wav";23;134.5;1;"completed";"female";"adult"
2061125018;"20061125/018/LetsGoPublic-20061125-018-input_and_output.wav";41;205.6;1;"found out that there is no solution";"female";"adult"
2061125019;"20061125/019/LetsGoPublic-20061125-019-input_and_output.wav";32;121.8;1;"found out that there is no solution";"female";"adult"
2061125020;"20061125/020/LetsGoPublic-20061125-020-input_and_output.wav";78;394.1;1;"completed";"male";"adult"
2061125021;"20061125/021/LetsGoPublic-20061125-021-input_and_output.wav";12;61.9;1;"found out that there is no solution";"male";"adult"
2061125022;"20061125/022/LetsGoPublic-20061125-022-input_and_output.wav";9;35;1;"Not completed";"female";"adult"
2061125023;"20061125/023/LetsGoPublic-20061125-023-input_and_output.wav";18;126;1;"found out that there is no solution";"female";"adult"
2061125024;"20061125/024/LetsGoPublic-20061125-024-input_and_output.wav";18;56;1;"found out that there is no solution";"female";"adult"
2061125025;"20061125/025/LetsGoPublic-20061125-025-input_and_output.wav";22;73.9;1;"completed";"male";"adult"
2061125027;"20061125/027/LetsGoPublic-20061125-027-input_and_output.wav";21;97.5;1;"found out that there is no solution";"female";"adult"
2061125028;"20061125/028/LetsGoPublic-20061125-028-input_and_output.wav";17;71.4;1;"completed";"female";"adult"
2061125029;"20061125/029/LetsGoPublic-20061125-029-input_and_output.wav";10;42.4;1;"Not completed";"female";"adult"
2061125030;"20061125/030/LetsGoPublic-20061125-030-input_and_output.wav";24;89.8;1;"completed";"male";"adult"
2061125031;"20061125/031/LetsGoPublic-20061125-031-input_and_output.wav";30;146.9;1;"partially completed";"female";"adult"
2061125032;"20061125/032/LetsGoPublic-20061125-032-input_and_output.wav";13;55;1;"Not completed";"female";"adult"
2061125033;"20061125/033/LetsGoPublic-20061125-033-input_and_output.wav";6;23.2;1;"Not completed";"female";"adult"
2061125034;"20061125/034/LetsGoPublic-20061125-034-input_and_output.wav";10;41.6;1;"Not completed";"female";"adult"
2061125035;"20061125/035/LetsGoPublic-20061125-035-input_and_output.wav";19;83;1;"completed";"female";"adult"
2061125036;"20061125/036/LetsGoPublic-20061125-036-input_and_output.wav";28;110.2;1;"failed due to system behaviour";"male";"adult"
2061125037;"20061125/037/LetsGoPublic-20061125-037-input_and_output.wav";7;10.8;1;"completed";"male";"adult"
2061125038;"20061125/038/LetsGoPublic-20061125-038-input_and_output.wav";109;438.3;1;"Not completed";"male";"adult"
2061125039;"20061125/039/LetsGoPublic-20061125-039-input_and_output.wav";43;261.4;1;"completed";"female";"adult"
2061125040;"20061125/040/LetsGoPublic-20061125-040-input_and_output.wav";20;71.4;1;"completed";"male";"adult"
2061125041;"20061125/041/LetsGoPublic-20061125-041-input_and_output.wav";21;68.8;1;"completed";"female";"adult"
2061125042;"20061125/042/LetsGoPublic-20061125-042-input_and_output.wav";24;111.4;1;"found out that there is no solution";"male";"adult"
2061125043;"20061125/043/LetsGoPublic-20061125-043-input_and_output.wav";13;41.6;1;"found out that there is no solution";"male";"adult"
2061125044;"20061125/044/LetsGoPublic-20061125-044-input_and_output.wav";20;123.6;1;"Not completed";"male";"adult"
2061125045;"20061125/045/LetsGoPublic-20061125-045-input_and_output.wav";68;275.7;1;"completed";"female";"adult"
2061125046;"20061125/046/LetsGoPublic-20061125-046-input_and_output.wav";37;156.7;1;"completed";"female";"adult"
2061125047;"20061125/047/LetsGoPublic-20061125-047-input_and_output.wav";20;71.4;1;"completed";"female";"adult"
2061125048;"20061125/048/LetsGoPublic-20061125-048-input_and_output.wav";45;227.4;1;"completed";"female";"adult"
2061125049;"20061125/049/LetsGoPublic-20061125-049-input_and_output.wav";12;103.5;1;"Not completed";"male";"adult"
2061125050;"20061125/050/LetsGoPublic-20061125-050-input_and_output.wav";5;37.9;1;"Not completed";"male";"adult"
2061125051;"20061125/051/LetsGoPublic-20061125-051-input_and_output.wav";66;314.9;1;"completed";"male";"adult"
2061125052;"20061125/052/LetsGoPublic-20061125-052-input_and_output.wav";7;17.2;1;"found out that there is no solution";"male";"adult"
2061125053;"20061125/053/LetsGoPublic-20061125-053-input_and_output.wav";6;10.7;1;"completed";"unknown";"unknown"
2061125054;"20061125/054/LetsGoPublic-20061125-054-input_and_output.wav";20;72.1;1;"completed";"female";"adult"
2061125055;"20061125/055/LetsGoPublic-20061125-055-input_and_output.wav";61;325.1;1;"completed";"female";"adult"
2061125056;"20061125/056/LetsGoPublic-20061125-056-input_and_output.wav";45;311.1;1;"completed";"mixed";"adult"
2061125057;"20061125/057/LetsGoPublic-20061125-057-input_and_output.wav";17;55;1;"Not completed";"male";"adult"
2061125058;"20061125/058/LetsGoPublic-20061125-058-input_and_output.wav";50;248.5;1;"completed";"female";"adult"
2061125059;"20061125/059/LetsGoPublic-20061125-059-input_and_output.wav";19;77.7;1;"completed";"male";"adult"
2061125060;"20061125/060/LetsGoPublic-20061125-060-input_and_output.wav";14;22.1;1;"Not completed";"female";"adult"
2061125061;"20061125/061/LetsGoPublic-20061125-061-input_and_output.wav";5;24.1;1;"Not completed";"female";"adult"
2061125062;"20061125/062/LetsGoPublic-20061125-062-input_and_output.wav";61;323.5;1;"completed";"female";"adult"
2061125063;"20061125/063/LetsGoPublic-20061125-063-input_and_output.wav";23;76.1;1;"completed";"male";"adult"
2061125064;"20061125/064/LetsGoPublic-20061125-064-input_and_output.wav";17;46.3;1;"completed";"male";"adult"
2061125065;"20061125/065/LetsGoPublic-20061125-065-input_and_output.wav";43;192.7;1;"failed due to system behaviour";"female";"adult"
2061125066;"20061125/066/LetsGoPublic-20061125-066-input_and_output.wav";21;130.8;1;"completed";"male";"adult"
2061125067;"20061125/067/LetsGoPublic-20061125-067-input_and_output.wav";28;98.6;1;"completed";"male";"adult"
2061125068;"20061125/068/LetsGoPublic-20061125-068-input_and_output.wav";58;238.8;1;"completed";"female";"adult"
2061125069;"20061125/069/LetsGoPublic-20061125-069-input_and_output.wav";51;206.7;1;"Not completed";"male";"adult"
2061125070;"20061125/070/LetsGoPublic-20061125-070-input_and_output.wav";16;61.2;1;"found out that there is no solution";"male";"adult"
2061125071;"20061125/071/LetsGoPublic-20061125-071-input_and_output.wav";17;82.9;1;"Not completed";"female";"adult"
2061125072;"20061125/072/LetsGoPublic-20061125-072-input_and_output.wav";20;95.3;1;"completed";"male";"adult"
2061125073;"20061125/073/LetsGoPublic-20061125-073-input_and_output.wav";40;230.3;1;"completed";"female";"adult"
2061125074;"20061125/074/LetsGoPublic-20061125-074-input_and_output.wav";12;46.1;1;"failed due to system behaviour";"male";"adult"
2061125075;"20061125/075/LetsGoPublic-20061125-075-input_and_output.wav";7;19.4;1;"found out that there is no solution";"male";"adult"
2061126000;"20061126/000/LetsGoPublic-20061126-000-input_and_output.wav";17;48.7;1;"completed";"female";"adult"
2061126001;"20061126/001/LetsGoPublic-20061126-001-input_and_output.wav";18;60;1;"found out that there is no solution";"male";"adult"
2061126002;"20061126/002/LetsGoPublic-20061126-002-input_and_output.wav";32;138.3;1;"completed";"male";"adult"
2061126003;"20061126/003/LetsGoPublic-20061126-003-input_and_output.wav";35;132.5;1;"found out that there is no solution";"male";"adult"
2061126004;"20061126/004/LetsGoPublic-20061126-004-input_and_output.wav";40;135.2;1;"partially completed";"male";"adult"
2061126005;"20061126/005/LetsGoPublic-20061126-005-input_and_output.wav";32;135.4;1;"completed";"male";"adult"
2061126006;"20061126/006/LetsGoPublic-20061126-006-input_and_output.wav";20;77;1;"Not completed";"male";"adult"
2061126007;"20061126/007/LetsGoPublic-20061126-007-input_and_output.wav";23;89;1;"completed";"female";"adult"
2061126008;"20061126/008/LetsGoPublic-20061126-008-input_and_output.wav";47;232.3;1;"Not completed";"female";"adult"
2061126009;"20061126/009/LetsGoPublic-20061126-009-input_and_output.wav";8;45.8;1;"found out that there is no solution";"female";"adult"
2061126010;"20061126/010/LetsGoPublic-20061126-010-input_and_output.wav";10;31.2;1;"found out that there is no solution";"female";"adult"
2061126011;"20061126/011/LetsGoPublic-20061126-011-input_and_output.wav";15;42.5;1;"completed";"female";"adult"
2061126012;"20061126/012/LetsGoPublic-20061126-012-input_and_output.wav";14;45;1;"found out that there is no solution";"female";"adult"
2061126013;"20061126/013/LetsGoPublic-20061126-013-input_and_output.wav";11;47.8;1;"Not completed";"female";"adult"
2061126014;"20061126/014/LetsGoPublic-20061126-014-input_and_output.wav";6;16.3;1;"completed";"unknown";"unknown"
2061126015;"20061126/015/LetsGoPublic-20061126-015-input_and_output.wav";3;0.2;1;"completed";"unknown";"unknown"
2061126016;"20061126/016/LetsGoPublic-20061126-016-input_and_output.wav";9;26.9;1;"found out that there is no solution";"male";"adult"
2061126017;"20061126/017/LetsGoPublic-20061126-017-input_and_output.wav";26;111.1;1;"Not completed";"female";"youth"
2061126018;"20061126/018/LetsGoPublic-20061126-018-input_and_output.wav";19;88.8;1;"completed";"female";"adult"
2061126019;"20061126/019/LetsGoPublic-20061126-019-input_and_output.wav";53;178.1;1;"failed due to system behaviour";"male";"adult"
2061126020;"20061126/020/LetsGoPublic-20061126-020-input_and_output.wav";23;88.3;1;"completed";"male";"adult"
2061126021;"20061126/021/LetsGoPublic-20061126-021-input_and_output.wav";53;390.6;1;"completed";"female";"adult"
2061126022;"20061126/022/LetsGoPublic-20061126-022-input_and_output.wav";26;116.6;1;"completed";"female";"adult"
2061126023;"20061126/023/LetsGoPublic-20061126-023-input_and_output.wav";22;112.6;1;"completed";"male";"adult"
2061126024;"20061126/024/LetsGoPublic-20061126-024-input_and_output.wav";21;63.9;1;"completed";"male";"adult"
2061126025;"20061126/025/LetsGoPublic-20061126-025-input_and_output.wav";24;116.8;1;"completed";"male";"adult"
2061126026;"20061126/026/LetsGoPublic-20061126-026-input_and_output.wav";33;150.5;1;"Not completed";"female";"adult"
2061126027;"20061126/027/LetsGoPublic-20061126-027-input_and_output.wav";35;152.7;1;"completed";"female";"adult"
2061126028;"20061126/028/LetsGoPublic-20061126-028-input_and_output.wav";3;0.2;1;"completed";"unknown";"unknown"
2061126029;"20061126/029/LetsGoPublic-20061126-029-input_and_output.wav";31;161.3;1;"Not completed";"female";"adult"
2061126030;"20061126/030/LetsGoPublic-20061126-030-input_and_output.wav";24;109.5;1;"completed";"female";"elder"
2061126031;"20061126/031/LetsGoPublic-20061126-031-input_and_output.wav";30;116.1;1;"completed";"female";"elder"
2061126032;"20061126/032/LetsGoPublic-20061126-032-input_and_output.wav";125;641.3;1;"completed";"female";"adult"
2061126033;"20061126/033/LetsGoPublic-20061126-033-input_and_output.wav";28;102.3;1;"completed";"male";"adult"
2061126034;"20061126/034/LetsGoPublic-20061126-034-input_and_output.wav";30;158.8;1;"completed";"male";"adult"
2061126035;"20061126/035/LetsGoPublic-20061126-035-input_and_output.wav";23;98.9;1;"completed";"female";"adult"
2061126036;"20061126/036/LetsGoPublic-20061126-036-input_and_output.wav";21;94.5;1;"completed";"female";"adult"
2061126037;"20061126/037/LetsGoPublic-20061126-037-input_and_output.wav";9;69.3;1;"Not completed";"female";"youth"
2061126038;"20061126/038/LetsGoPublic-20061126-038-input_and_output.wav";14;53.7;1;"Not completed";"male";"youth"
2061126040;"20061126/040/LetsGoPublic-20061126-040-input_and_output.wav";57;293.5;1;"completed";"female";"adult"
2061126041;"20061126/041/LetsGoPublic-20061126-041-input_and_output.wav";43;238.9;1;"completed";"female";"adult"
2061126043;"20061126/043/LetsGoPublic-20061126-043-input_and_output.wav";3;0.4;1;"completed";"unknown";"unknown"
2061126044;"20061126/044/LetsGoPublic-20061126-044-input_and_output.wav";32;199.8;1;"Not completed";"female";"adult"
2061126045;"20061126/045/LetsGoPublic-20061126-045-input_and_output.wav";11;40.8;1;"found out that there is no solution";"male";"youth"
